Actual_Power_kW,Predicted_Power_kW,Absolute_Error_kW
1.4080000299175583,0.9577158035755159,0.45028422634204246
1.414000081598759,0.9629748405297598,0.4510252410689992
1.4119999364892644,0.9814094761212668,0.43059046036799753
1.4119999364892644,1.009049440530936,0.4029504959583283
1.3979999757528307,1.0233633206566177,0.374636655096213
1.4540000105222068,1.0366460527976356,0.4173539577245713
1.3940000691811247,1.0894186547994615,0.3045814143816632
1.4060000766317051,1.0430188178141913,0.36298125881751386
1.3800000125328702,1.0607433222850164,0.31925669024785375
1.3720000075658165,1.010175924865405,0.36182408270041155
1.7480000491937004,1.042935950001081,0.7050640991926194
1.9739999497334166,1.576206824199359,0.39779312553405766
1.3739999608516695,1.8275090303421024,0.4535090694904329
2.0439998493274056,1.1774569782535238,0.8665428710738818
1.7359999458312991,1.9082101954221729,0.17221024959087372
2.211999953635534,1.6236227510134382,0.5883772026220959
2.0600000510851544,2.0702169618765516,0.010216910791397193
1.8640000253041589,1.985687572383881,0.12168754707972207
1.9600000849088037,1.8119032179911934,0.14809686691761037
2.0940000242392225,1.8629595738728844,0.23104045036633813
1.9420001216888432,1.8850214027007424,0.05697871898810081
2.2140000987450286,1.7491686388174696,0.4648314599275589
1.5579999791820847,2.004703049961726,0.44670307077964133
1.4600000622034075,1.3101201945384346,0.14987986766497285
1.416000034884612,1.0456421979347867,0.37035783694982527
1.427999946423372,0.914528437113762,0.5134715093096099
1.4240000398516657,0.862874454677105,0.5611255851745607
1.4220000865658127,0.8774220239539942,0.5445780626118185
1.4220000865658127,0.9031888784607253,0.5188112081050874
1.4980000378410023,0.9324907069881758,0.5655093308528265
1.5280000085115435,1.010276632277171,0.5177233762343725
1.5200000035444898,1.0116951681057613,0.5083048354387285
1.5240001019398375,1.0423449413617454,0.4816551605780921
1.5260000552256905,1.029912467511495,0.4960875877141955
1.5340000601927442,1.0116268788894018,0.5223731813033423
1.5240001019398375,1.0300166277488074,0.49398347419103006
1.5079999960939092,1.0302321416099869,0.47776785448392234
1.5079999960939092,1.0425342712958656,0.4654657247980436
1.4980000378410023,1.0375608597437542,0.4604391780972481
1.5119999985774362,1.063131814356645,0.4488681842207911
1.5460000676433248,1.0677456524928413,0.4782544151504835
1.5560000258962317,1.058268605486552,0.49773142040967966
1.5959999548196795,1.0749917905489605,0.5210081642707189
1.5200000035444898,1.0431141541639966,0.4768858493804933
1.5039999936103823,0.9443481894731522,0.55965180413723
1.5119999985774362,0.9954837685187659,0.5165162300586703
1.5079999960939092,1.0158959140300752,0.49210408206383405
1.5520000234127047,1.059403913708528,0.49259610970417667
1.5739999891161922,1.126785324684779,0.4472146644314132
1.572000035830339,1.0955428163766863,0.4764572194536527
1.577999991599719,1.0831709587971372,0.4948290328025817
1.5840000432809196,1.0626717253526055,0.5213283179283141
1.577999991599719,1.0531967884063722,0.5248032031933467
1.5739999891161922,1.0760491224606834,0.4979508666555088
1.570000082544486,1.1028071776787443,0.4671929048657417
1.5599999324679377,1.1179896352529528,0.44201029721498486
1.5060000428080562,1.1399948761065803,0.36600516670147587
1.4960000845551493,1.1338415573358538,0.36215852721929553
1.4960000845551493,1.1196761487086615,0.3763239358464878
1.4919999861598017,1.1233501469135285,0.36864983924627315
1.4919999861598017,1.1392613425016405,0.3527386436581612
1.4960000845551493,1.178039642564456,0.3179604419906934
1.4960000845551493,1.1534779680411023,0.34252211651404707
1.485999934478601,1.1327168953259787,0.35328303915262227
1.5659999841491383,1.1502917773564658,0.4157082067926725
1.5840000432809196,1.172734184288979,0.4112658589919407
1.5819999940832459,1.2308605841239295,0.35113940995931636
1.5859999965667728,1.2430870393832527,0.3429129571835201
1.6000000532150271,1.2162677924235665,0.3837322607914606
1.5859999965667728,1.1814349210182828,0.40456507554848997
1.5859999965667728,1.1935545305093131,0.39244546605745967
1.5859999965667728,1.1738843588431678,0.41211563772360504
1.576000038313866,1.1867664673089984,0.38923357100486755
1.576000038313866,1.1700538325468701,0.4059462057669958
1.5940000015338265,1.1549185635884605,0.439081437945366
1.5260000552256905,1.1359654286940895,0.39003462653160104
1.5240001019398375,1.0846625794331235,0.439337522506714
1.5840000432809196,1.1005432750622433,0.48345676821867634
1.6679999995231631,1.2016061360359194,0.46639386348724376
1.5560000258962317,1.1858165566364927,0.370183469259739
1.4299999956210456,1.1078287369648616,0.322171258656184
1.3459999434669816,1.0282806237936022,0.3177193196733794
1.320000071191788,0.9526670053323111,0.367333065859477
1.322000024477641,0.865683424170812,0.4563166003068291
1.3099999211152398,0.8612355134844781,0.44876440763076164
1.3180000219941141,0.8751532298346362,0.442846792159478
1.389999970785777,0.8740421393473944,0.5159578314383827
1.4380000005880995,0.9175433292865754,0.5204566713015241
1.5560000258962317,0.9473024653752646,0.608697560520967
1.5079999960939092,1.0872864391128223,0.4207135569810869
1.388000017499924,1.0668692102750144,0.3211308072249097
1.388000017499924,0.9048660884698233,0.4831339290301008
1.3839999191045764,0.8761446223696073,0.5078552967349691
1.3839999191045764,0.842415408285459,0.5415845108191174
1.3680000050822896,0.8330507699330648,0.5349492351492248
1.2999999628623329,0.8798092212160429,0.42019074164629
1.3020001079718275,0.8428293637037279,0.4591707442680997
1.2999999628623329,0.8617996188580991,0.4382003440042338
1.294000007092953,0.8902519084334375,0.40374809865951544
1.3439999901811284,0.8998822704851628,0.4441177196959656
1.4220000865658127,0.9041741805950801,0.5178259059707325
1.4199999414563182,0.9724256076971691,0.4475743337591491
1.4060000766317051,0.9761112112323445,0.42988886539936066
1.4660000179727875,1.0193982300758364,0.44660178789695104
1.510000045291583,1.073914508978526,0.4360855363130569
1.4620000154892607,1.111936064775785,0.35006395071347574
1.414000081598759,1.0423477228045466,0.37165235879421243
2.0580000977993014,1.0169836499889693,1.041016447810332
3.0020001084407175,1.774627664335569,1.2273724441051486
2.2900000500202182,2.423729901663463,0.13372985164324458
1.4700000204563144,1.932147100345294,0.4621470798889795
3.247999733662606,1.0640899734457336,2.1839097602168724
2.5260001006364825,2.4592508444706604,0.06674925616582206
2.516000142383576,1.9662007841189706,0.5497993582646055
2.366000001295408,2.1010414864699047,0.26495851482550314
2.0480001395463945,1.9424286557038628,0.10557148384253168
2.2039999486684803,1.7130125679334007,0.4909873807350795
2.1199999924262367,1.8699404198328657,0.25005957259337097
1.82400000046889,1.7342549261649454,0.08974507430394474
2.5059999923070277,1.4661035068273547,1.039896485479673
2.5320001523176834,2.101568426012993,0.4304317263046902
2.6619999932527545,2.197026967477799,0.4649730257749556
2.533999913779895,2.4149902247349426,0.11900968904495235
2.168000022228559,2.2985337083578115,0.1305336861292523
1.955999986513456,1.943609713864327,0.012390272649129175
1.8300000521500908,1.5921694285233818,0.23783062362670893
1.9940000580628716,1.42110973713398,0.5728903209288916
1.3860000642140708,1.6685528352578485,0.28255277104377763
1.3680000050822896,1.035399582775434,0.3326004223068555
1.4040000274340314,1.0795290910522144,0.324470936381817
1.3920000199834508,0.9721692354003589,0.41983078458309186
1.3739999608516695,0.8954077922244867,0.4785921686271828
1.3700000542799635,0.8320107980608941,0.5379892562190695
1.3720000075658165,0.8489898279050987,0.5230101796607178
1.3700000542799635,0.8942383873502414,0.4757616669297221
1.5180000502586368,0.9286520281871161,0.5893480220715207
1.5320000109950704,1.215358932010333,0.31664107898473737
1.5360000134785974,1.2563476158936822,0.2796523975849152
1.548000020929178,1.175802403434118,0.3721976174950601
1.544000018445651,1.1683148553252223,0.37568516312042877
1.5240001019398375,1.1165709076007209,0.4074291943391166
1.5180000502586368,1.1037547864675523,0.4142452637910845
1.5180000502586368,1.0963879913409553,0.4216120589176815
1.5200000035444898,1.0942399502038958,0.4257600533405941
1.5260000552256905,1.0531818261623385,0.472818229063352
1.5379999667644504,1.0533304894844693,0.4846694772799811
1.5180000502586368,1.0104090865015984,0.5075909637570384
1.5160000969727836,1.0809329523722333,0.4350671446005503
